,date,code,kind_of_trade,turnover
8723,8/1/2016,WZ08-47111,"Retail sale of food	bev.	tob. in non-spec. stores",101.3
8724,8/1/2016,WZ08-4743-01,"Retail sale of furnishings	 household equip. etc.",96.4
8725,8/1/2016,WZ08-47593,Retail sale of musical instruments and scores,78.7
8726,8/1/2016,WZ08-471,Retail sale in non-specialised stores,100.1
8727,8/1/2016,WZ08-47191,Retail sale in non-specialised stores (ex. food),97.1
8728,8/1/2016,WZ08-47302,Retail sale of private-brand automotive fuel,103.5
8729,8/1/2016,WZ08-4711-01,"Retail sale of food	 except retail sale via stalls",100.6
8730,8/1/2016,WZ08-4791,Retail sale via mail order houses or via Internet,105.7
8731,8/1/2016,WZ08-4726,Retail sale of tobacco products,105.8
8732,8/1/2016,WZ08-47761,"Retail sale of flowers	 plants	 seeds	 fertilisers",81
8733,8/1/2016,WZ08-47783,"Retail sale of art	pictures	craftwork	stamps etc.",83
8734,8/1/2016,WZ08-4719-02,Retail sale of non-food,99.3
8735,8/1/2016,WZ08-47791,Retail sale of antiques and antique rugs in stores,91.4
8736,8/1/2016,WZ08-4741,"Retail sale of computers	peripheral units	software",85.8
8737,8/1/2016,WZ08-47521,Retail sale of hardware and plastic products,108.6
8738,8/1/2016,WZ08-47999,Other retail sale not in stores n.e.c.,97.9
8739,8/1/2016,WZ08-4751,Retail sale of textiles,95.3
8740,9/1/2016,WZ08-4752,"Retail sale of hardware	 paints and glass",100.5
8741,9/1/2016,WZ08-4771,Retail sale of clothing,96.3
8742,9/1/2016,WZ08-47591,Retail sale of furniture,96.4
8743,9/1/2016,WZ08-47641,"Retail sale of bicycles	 their parts and access.",118
8744,9/1/2016,WZ08-476,Retail sale of cultural and recreation goods,103.4
8745,9/1/2016,WZ08-471,Retail sale in non-specialised stores,99.2
8746,9/1/2016,WZ08-45-01,Motor trade and retail trade,103.4
8747,9/1/2016,WZ08-47642,Retail sale of sports a. camping goods (ex. camp.),96.2
8748,9/1/2016,WZ08-4799,"Other retail sale not in stores	 stalls or markets",93
8749,9/1/2016,WZ08-4752-01,"Retail sale of furniture	furnishings	hh.equip.etc.",97.4
8750,9/1/2016,WZ08-4729,Other retail sale of food,97.9
8751,9/1/2016,WZ08-47593,Retail sale of musical instruments and scores,97.4
8752,9/1/2016,WZ08-474,Retail sale of information a. communication equip.,93.1
8753,9/1/2016,WZ08-478,Retail sale via stalls and markets,98.7
8754,9/1/2016,WZ08-47192,Retail sale in non-spec.stores with non-food pred.,90.5
8755,9/1/2016,WZ08-4741-01,Retail sale of books and stationery,98.3
8756,9/1/2016,WZ08-4743-01,"Retail sale of furnishings	 household equip. etc.",96
8757,9/1/2016,WZ08-4777,Retail sale of watches and jewellery,95.9
8758,9/1/2016,WZ08-4721,Retail sale of fruit and vegetables,93.1
8759,9/1/2016,WZ08-4751-02,"Retail sale of textiles	clothing	footwear	leather",98.5
8760,9/1/2016,WZ08-47-02,"Retail trade	 except motor trade and sale of fuel",100
8761,9/1/2016,WZ08-47999,Other retail sale not in stores n.e.c.,110.1
8762,9/1/2016,WZ08-4753,"Retail sale of carpets	 rugs	 wall a. floor cover.",95.6
8763,9/1/2016,WZ08-47722,Retail sale of leather goods and luggage,145
8764,9/1/2016,WZ08-4759,"Retail sale of furniture	 lighting equipment etc.",95.6
8765,9/1/2016,WZ08-477,Retail sale of other goods,100.6
8766,9/1/2016,WZ08-4726,Retail sale of tobacco products,104.7
8767,9/1/2016,WZ08-471-03,Retail trade in its more narrow definition,99.8
8768,9/1/2016,WZ08-4789,Retail sale via stalls and markets of other goods,87.4
8769,9/1/2016,WZ08-47111,"Retail sale of food	bev.	tob. in non-spec. stores",100.2
8770,9/1/2016,WZ08-4779,Retail sale of second-hand goods in stores,111.4
8771,9/1/2016,WZ08-47792,Retail sale in second-hand bookstores in stores,56.2
8772,9/1/2016,WZ08-4711-01,"Retail sale of food	 except retail sale via stalls",99.8
8773,9/1/2016,WZ08-4754,Retail sale of electrical household appliances,95.8
8774,9/1/2016,WZ08-4719-02,Retail sale of non-food,100.2
8775,9/1/2016,WZ08-4775,Retail sale of cosmetic and toilet articles,102.9
8776,9/1/2016,WZ08-47621,"Retail sale of newspapers	 journals	 periodicals",105.5
8777,9/1/2016,WZ08-4751-01,"Retail sale of textiles	 clothing and footwear",97.5
8778,9/1/2016,WZ08-4711,Retail sale in non-spec. stores with food etc.,99.6
8779,9/1/2016,WZ08-473,Retail sale of automotive fuel,102.3
8780,9/1/2016,WZ08-4725,Retail sale of beverages,106.4
8781,9/1/2016,WZ08-4711-02,Retail sale of food,99.8
8782,9/1/2016,WZ08-47592,Retail sale of china and glassware,82.3
8783,9/1/2016,WZ08-4722,Retail sale of meat and meat products,100.7
8784,9/1/2016,WZ08-47,"Retail trade	 except motor vehicles a. motorcycles",100.1
8785,9/1/2016,WZ08-47301,Retail sale on behalf of others of automotive fuel,100.2
8786,9/1/2016,WZ08-471-04,"Retail trade	 except retail sale of fuels",100.2
8787,9/1/2016,WZ08-4743,Retail sale of audio and video equipment,89.8
8788,9/1/2016,WZ08-47599,Retail sale of household articles n.e.c.,85.7
8789,9/1/2016,WZ08-4763,Retail sale of music and video recordings,87
8790,9/1/2016,WZ08-4773,Dispensing chemist,103.9
8791,9/1/2016,WZ08-47911,"Retail sale of textiles etc. v.mail order	Internet",101.1
8792,9/1/2016,WZ08-47761,"Retail sale of flowers	 plants	 seeds	 fertilisers",82.1
8793,9/1/2016,WZ08-47191,Retail sale in non-specialised stores (ex. food),101.9
8794,9/1/2016,WZ08-4773-01,"Dispensing chemist	retail sale of medic. goods etc",103.7
8795,9/1/2016,WZ08-4791,Retail sale via mail order houses or via Internet,108.2
8796,9/1/2016,WZ08-4772,Retail sale of footwear and leather goods,107.2
8797,9/1/2016,WZ08-4761,Retail sale of books,105.8
8798,9/1/2016,WZ08-4774,Retail sale of medical and orthopaedic goods,104.2
8799,9/1/2016,WZ08-47783,"Retail sale of art	pictures	craftwork	stamps etc.",96.5
8800,9/1/2016,WZ08-47521,Retail sale of hardware and plastic products,114.2
8801,9/1/2016,WZ08-4741,"Retail sale of computers	peripheral units	software",102
8802,9/1/2016,WZ08-47791,Retail sale of antiques and antique rugs in stores,133.5
8803,9/1/2016,WZ08-47302,Retail sale of private-brand automotive fuel,104.4
8804,9/1/2016,WZ08-47622,"Retail sale of stationery	school a.office supplies",113.4
8805,9/1/2016,WZ08-4751,Retail sale of textiles,99
8806,9/1/2016,WZ08-4778,Other retail sale of new goods,97.7
8807,9/1/2016,WZ08-4730,Retail sale of automotive fuel,102.3
8808,9/1/2016,WZ08-4719,Other retail sale in non-specialised stores,93.8
8809,9/1/2016,WZ08-47523,"Retail sale of paints	varnishes	building material",98.7
8810,9/1/2016,WZ08-4723,"Retail sale of fish	 crustaceans and molluscs",114.4
8811,9/1/2016,WZ08-47721,Retail sale of footwear,102.5
8812,9/1/2016,WZ08-475,Retail sale of other household equipment,97.4
8813,9/1/2016,WZ08-4719-01,Retail sale of non-food (incl. markets of food),100.1
8814,9/1/2016,WZ08-472,"Retail sale of food	 beverages and tobacco",102.1
8815,9/1/2016,WZ08-47762,"Retail sale of live animals	 animal food etc.",101.1
8816,9/1/2016,WZ08-4762,Retail sale of newspapers and stationery,109.9
8817,9/1/2016,WZ08-474-01,"Retail sale of furniture	 HiFi and IT",96.3
8818,9/1/2016,WZ08-47112,Other retail sale in non-spec.stores with food etc,97.1
8819,9/1/2016,WZ08-47789,Other retail sale of new goods,91.8
8820,9/1/2016,WZ08-4724,"Retail sale of bread	cakes	flour a. sugar confect.",100.5
8821,9/1/2016,WZ08-471-01,Retail trade in-store,99.4
8822,9/1/2016,WZ08-4782,"Retail sale v.stalls	markets of text.	cloth.	foot.",98
8823,9/1/2016,WZ08-4742,Retail sale of telecommunications equipment,96.2
8824,9/1/2016,WZ08-47991,Retail sale of fuels from stock,85.2
8825,9/1/2016,WZ08-471-02,Retail trade in the traditional sense,99.9
8826,9/1/2016,WZ08-479,"Retail trade not in stores	 stalls or markets",105.4
8827,9/1/2016,WZ08-47781,Activities of opticians,99.4
8828,9/1/2016,WZ08-47799,Retail sale of other second-hand goods in stores,104
8829,9/1/2016,WZ08-4764,Retail sale of sporting equipment,104.6
8830,9/1/2016,WZ08-4781,"Retail sale via stalls	 markets of food	bev.	tob.",99.7
8831,9/1/2016,WZ08-47782,"Retail sale of photographic	 optical equip. etc.",102.1
8832,9/1/2016,WZ08-47919,Other retail sale v. mail order houses or Internet,110.8
8833,9/1/2016,WZ08-4765,Retail sale of games and toys,84.6
8834,9/1/2016,WZ08-4776,"Retail sale of flowers	plants	seeds	fertil.	anim.",88.5
8835,10/1/2016,WZ08-47111,"Retail sale of food	bev.	tob. in non-spec. stores",101.7
8836,10/1/2016,WZ08-4719-02,Retail sale of non-food,108.7
8837,10/1/2016,WZ08-47112,Other retail sale in non-spec.stores with food etc,100.5
8838,10/1/2016,WZ08-4751-01,"Retail sale of textiles	 clothing and footwear",124.2
8839,10/1/2016,WZ08-471-04,"Retail trade	 except retail sale of fuels",106
8840,10/1/2016,WZ08-474,Retail sale of information a. communication equip.,105
8841,10/1/2016,WZ08-4772,Retail sale of footwear and leather goods,132.7
8842,10/1/2016,WZ08-47621,"Retail sale of newspapers	 journals	 periodicals",101.9
8843,10/1/2016,WZ08-4764,Retail sale of sporting equipment,92.8
8844,10/1/2016,WZ08-47599,Retail sale of household articles n.e.c.,94.5
8845,10/1/2016,WZ08-4726,Retail sale of tobacco products,99.2
8846,10/1/2016,WZ08-4752,"Retail sale of hardware	 paints and glass",100.9
8847,10/1/2016,WZ08-47721,Retail sale of footwear,130.1
8848,10/1/2016,WZ08-476,Retail sale of cultural and recreation goods,94.6
8849,10/1/2016,WZ08-4762,Retail sale of newspapers and stationery,98.1
8850,10/1/2016,WZ08-471-01,Retail trade in-store,104.5
8851,10/1/2016,WZ08-4741-01,Retail sale of books and stationery,99.5
8852,10/1/2016,WZ08-4743,Retail sale of audio and video equipment,105.7
8853,10/1/2016,WZ08-4775,Retail sale of cosmetic and toilet articles,104.1
8854,10/1/2016,WZ08-47-02,"Retail trade	 except motor trade and sale of fuel",105.9
8855,10/1/2016,WZ08-47782,"Retail sale of photographic	 optical equip. etc.",91.9
8856,10/1/2016,WZ08-4721,Retail sale of fruit and vegetables,90.7
8857,10/1/2016,WZ08-4719,Other retail sale in non-specialised stores,103.4
8858,10/1/2016,WZ08-4773,Dispensing chemist,104.9
8859,10/1/2016,WZ08-4725,Retail sale of beverages,97.6
8860,10/1/2016,WZ08-4799,"Other retail sale not in stores	 stalls or markets",99.5
8861,10/1/2016,WZ08-47,"Retail trade	 except motor vehicles a. motorcycles",105.8
8862,10/1/2016,WZ08-471,Retail sale in non-specialised stores,101.6
8863,10/1/2016,WZ08-47791,Retail sale of antiques and antique rugs in stores,158.2
8864,10/1/2016,WZ08-47191,Retail sale in non-specialised stores (ex. food),99.2
8865,10/1/2016,WZ08-4779,Retail sale of second-hand goods in stores,122.6
8866,10/1/2016,WZ08-47521,Retail sale of hardware and plastic products,100.7
8867,10/1/2016,WZ08-4743-01,"Retail sale of furnishings	 household equip. etc.",105.4
8868,10/1/2016,WZ08-47911,"Retail sale of textiles etc. v.mail order	Internet",121.9
8869,10/1/2016,WZ08-471-03,Retail trade in its more narrow definition,106.2
8870,10/1/2016,WZ08-47799,Retail sale of other second-hand goods in stores,99.8
8871,10/1/2016,WZ08-4776,"Retail sale of flowers	plants	seeds	fertil.	anim.",101.4
8872,10/1/2016,WZ08-47792,Retail sale in second-hand bookstores in stores,146
8873,10/1/2016,WZ08-47592,Retail sale of china and glassware,101.1
8874,10/1/2016,WZ08-47783,"Retail sale of art	pictures	craftwork	stamps etc.",136.8
8875,10/1/2016,WZ08-47641,"Retail sale of bicycles	 their parts and access.",78.1
8876,10/1/2016,WZ08-47302,Retail sale of private-brand automotive fuel,104.6
8877,10/1/2016,WZ08-4729,Other retail sale of food,100
8878,10/1/2016,WZ08-47622,"Retail sale of stationery	school a.office supplies",95.1
8879,10/1/2016,WZ08-4741,"Retail sale of computers	peripheral units	software",107.4
8880,10/1/2016,WZ08-47593,Retail sale of musical instruments and scores,85.3
8881,10/1/2016,WZ08-4761,Retail sale of books,94.8
8882,10/1/2016,WZ08-47523,"Retail sale of paints	varnishes	building material",100.9
8883,10/1/2016,WZ08-4723,"Retail sale of fish	 crustaceans and molluscs",102.5
8884,10/1/2016,WZ08-4791,Retail sale via mail order houses or via Internet,119.6
8885,10/1/2016,WZ08-475,Retail sale of other household equipment,105.6
8886,10/1/2016,WZ08-472,"Retail sale of food	 beverages and tobacco",99.4
8887,10/1/2016,WZ08-47762,"Retail sale of live animals	 animal food etc.",112.7
8888,10/1/2016,WZ08-4711,Retail sale in non-spec. stores with food etc.,101.5
8889,10/1/2016,WZ08-4722,Retail sale of meat and meat products,100.4
8890,10/1/2016,WZ08-47301,Retail sale on behalf of others of automotive fuel,99.1
8891,10/1/2016,WZ08-4778,Other retail sale of new goods,105.9
8892,10/1/2016,WZ08-47789,Other retail sale of new goods,105.3
8893,10/1/2016,WZ08-479,"Retail trade not in stores	 stalls or markets",116.1
8894,10/1/2016,WZ08-4774,Retail sale of medical and orthopaedic goods,100.4
8895,10/1/2016,WZ08-47991,Retail sale of fuels from stock,98.6
8896,10/1/2016,WZ08-4765,Retail sale of games and toys,96.5
8897,10/1/2016,WZ08-4763,Retail sale of music and video recordings,104.6
8898,10/1/2016,WZ08-4751,Retail sale of textiles,115.2
8899,10/1/2016,WZ08-4724,"Retail sale of bread	cakes	flour a. sugar confect.",105.3
8900,10/1/2016,WZ08-47781,Activities of opticians,94.3
8901,10/1/2016,WZ08-47761,"Retail sale of flowers	 plants	 seeds	 fertilisers",95.7
8902,10/1/2016,WZ08-4781,"Retail sale via stalls	 markets of food	bev.	tob.",101.3
8903,10/1/2016,WZ08-477,Retail sale of other goods,110.5
8904,10/1/2016,WZ08-478,Retail sale via stalls and markets,102.3
8905,10/1/2016,WZ08-4719-01,Retail sale of non-food (incl. markets of food),109
8906,10/1/2016,WZ08-474-01,"Retail sale of furniture	 HiFi and IT",105.2
8907,10/1/2016,WZ08-4771,Retail sale of clothing,123.3
8908,10/1/2016,WZ08-47642,Retail sale of sports a. camping goods (ex. camp.),101.8
8909,10/1/2016,WZ08-4754,Retail sale of electrical household appliances,98.3
8910,10/1/2016,WZ08-4782,"Retail sale v.stalls	markets of text.	cloth.	foot.",111.4
8911,10/1/2016,WZ08-4789,Retail sale via stalls and markets of other goods,99.1
8912,10/1/2016,WZ08-47919,Other retail sale v. mail order houses or Internet,118.3
8913,10/1/2016,WZ08-4759,"Retail sale of furniture	 lighting equipment etc.",109.4
8914,10/1/2016,WZ08-4751-02,"Retail sale of textiles	clothing	footwear	leather",124.8
8915,10/1/2016,WZ08-47999,Other retail sale not in stores n.e.c.,102.6
8916,10/1/2016,WZ08-471-02,Retail trade in the traditional sense,106.9
8917,10/1/2016,WZ08-4753,"Retail sale of carpets	 rugs	 wall a. floor cover.",105.5
8918,10/1/2016,WZ08-47192,Retail sale in non-spec.stores with non-food pred.,105.2
8919,10/1/2016,WZ08-4730,Retail sale of automotive fuel,101.9
8920,10/1/2016,WZ08-4711-02,Retail sale of food,101.3
8921,10/1/2016,WZ08-4742,Retail sale of telecommunications equipment,99.4
8922,10/1/2016,WZ08-4777,Retail sale of watches and jewellery,90.7
8923,10/1/2016,WZ08-4773-01,"Dispensing chemist	retail sale of medic. goods etc",104.3
8924,10/1/2016,WZ08-4711-01,"Retail sale of food	 except retail sale via stalls",101.3
8925,10/1/2016,WZ08-47722,Retail sale of leather goods and luggage,140.2
8926,10/1/2016,WZ08-45-01,Motor trade and retail trade,106.8
8927,10/1/2016,WZ08-47591,Retail sale of furniture,111
8928,10/1/2016,WZ08-4752-01,"Retail sale of furniture	furnishings	hh.equip.etc.",105.6
8929,10/1/2016,WZ08-473,Retail sale of automotive fuel,101.9
8930,11/1/2016,WZ08-4763,Retail sale of music and video recordings,109.7
8931,11/1/2016,WZ08-47301,Retail sale on behalf of others of automotive fuel,94.4
8932,11/1/2016,WZ08-4772,Retail sale of footwear and leather goods,107.1
8933,11/1/2016,WZ08-4782,"Retail sale v.stalls	markets of text.	cloth.	foot.",108.6
8934,11/1/2016,WZ08-4776,"Retail sale of flowers	plants	seeds	fertil.	anim.",109
8935,11/1/2016,WZ08-474-01,"Retail sale of furniture	 HiFi and IT",110.1
8936,11/1/2016,WZ08-4722,Retail sale of meat and meat products,102.4
8937,11/1/2016,WZ08-47783,"Retail sale of art	pictures	craftwork	stamps etc.",145.8
8938,11/1/2016,WZ08-47,"Retail trade	 except motor vehicles a. motorcycles",109.1
8939,11/1/2016,WZ08-47919,Other retail sale v. mail order houses or Internet,147.1
8940,11/1/2016,WZ08-47911,"Retail sale of textiles etc. v.mail order	Internet",122.9
8941,11/1/2016,WZ08-4751,Retail sale of textiles,112.2
8942,11/1/2016,WZ08-473,Retail sale of automotive fuel,99.2
8943,11/1/2016,WZ08-47791,Retail sale of antiques and antique rugs in stores,124.5
8944,11/1/2016,WZ08-47761,"Retail sale of flowers	 plants	 seeds	 fertilisers",109.4
8945,11/1/2016,WZ08-4774,Retail sale of medical and orthopaedic goods,111.9
8946,11/1/2016,WZ08-4764,Retail sale of sporting equipment,84.1
8947,11/1/2016,WZ08-4791,Retail sale via mail order houses or via Internet,140.3
8948,11/1/2016,WZ08-47191,Retail sale in non-specialised stores (ex. food),116.9
8949,11/1/2016,WZ08-47521,Retail sale of hardware and plastic products,106.8
8950,11/1/2016,WZ08-47622,"Retail sale of stationery	school a.office supplies",104.1
8951,11/1/2016,WZ08-4730,Retail sale of automotive fuel,99.2
8952,11/1/2016,WZ08-4751-01,"Retail sale of textiles	 clothing and footwear",106.8
8953,11/1/2016,WZ08-47621,"Retail sale of newspapers	 journals	 periodicals",98.5
8954,11/1/2016,WZ08-4773,Dispensing chemist,108.4
8955,11/1/2016,WZ08-4743,Retail sale of audio and video equipment,118.8
8956,11/1/2016,WZ08-47-02,"Retail trade	 except motor trade and sale of fuel",109.4
8957,11/1/2016,WZ08-477,Retail sale of other goods,108.6
8958,11/1/2016,WZ08-4777,Retail sale of watches and jewellery,101.7
8959,11/1/2016,WZ08-47722,Retail sale of leather goods and luggage,142.2
8960,11/1/2016,WZ08-47591,Retail sale of furniture,113.1
8961,11/1/2016,WZ08-4799,"Other retail sale not in stores	 stalls or markets",102.1
8962,11/1/2016,WZ08-471,Retail sale in non-specialised stores,104.1
8963,11/1/2016,WZ08-4779,Retail sale of second-hand goods in stores,112.7
8964,11/1/2016,WZ08-4741-01,Retail sale of books and stationery,105.1
8965,11/1/2016,WZ08-4711-01,"Retail sale of food	 except retail sale via stalls",103.1
8966,11/1/2016,WZ08-4753,"Retail sale of carpets	 rugs	 wall a. floor cover.",116.1
8967,11/1/2016,WZ08-4726,Retail sale of tobacco products,97.7
8968,11/1/2016,WZ08-47999,Other retail sale not in stores n.e.c.,107.4
8969,11/1/2016,WZ08-4759,"Retail sale of furniture	 lighting equipment etc.",114.4
8970,11/1/2016,WZ08-47111,"Retail sale of food	bev.	tob. in non-spec. stores",103.5
8971,11/1/2016,WZ08-4789,Retail sale via stalls and markets of other goods,156
8972,11/1/2016,WZ08-4754,Retail sale of electrical household appliances,114.5
